"LSOA11CD","PCN_Code","PCN_Name","Patients","Proportion_residents_to_PCN"
"E01016908","U22426","Dean's and Central Brighton PCN",983,0.546111111111111
"E01016909","U22426","Dean's and Central Brighton PCN",776,0.406070120355835
"E01016910","U22426","Dean's and Central Brighton PCN",609,0.408724832214765
"E01016911","U22426","Dean's and Central Brighton PCN",969,0.609433962264151
"E01016912","U29677","East & Central Brighton PCN",817,0.356146469049695
"E01016913","U29677","East & Central Brighton PCN",700,0.389105058365759
"E01016914","U55014","North & Central Brighton PCN",1387,0.425068954949433
"E01016915","U22426","Dean's and Central Brighton PCN",863,0.478912319644839
"E01016916","U14062","West Hove PCN",1606,0.914058053500285
"E01016917","U14062","West Hove PCN",1322,0.920612813370474
"E01016918","U14062","West Hove PCN",1419,0.932325886990802
"E01016919","U14062","West Hove PCN",1068,0.747375787263821
"E01016920","U14062","West Hove PCN",1311,0.829222011385199
"E01016921","U14062","West Hove PCN",1483,0.870305164319249
"E01016922","U14062","West Hove PCN",1194,0.87280701754386
"E01016923","U09072","Preston Park Community PCN",1219,0.705031810294968
"E01016924","U09072","Preston Park Community PCN",1115,0.690402476780186
"E01016925","U09072","Preston Park Community PCN",977,0.557330290929835
"E01016926","U09072","Preston Park Community PCN",921,0.521222410865874
"E01016927","U09072","Preston Park Community PCN",1061,0.595064498037016
"E01016928","U09072","Preston Park Community PCN",1247,0.689331122166943
"E01016929","U09072","Preston Park Community PCN",1131,0.662565905096661
"E01016930","U09072","Preston Park Community PCN",1527,0.70957249070632
"E01016931","U09072","Preston Park Community PCN",1226,0.715703444249854
"E01016932","U09072","Preston Park Community PCN",1475,0.821269487750557
"E01016933","U09072","Preston Park Community PCN",1356,0.832923832923833
"E01016934","U09072","Preston Park Community PCN",1270,0.856372218476062
"E01016935","U09072","Preston Park Community PCN",1153,0.622570194384449
"E01016936","U09072","Preston Park Community PCN",1015,0.51185073121533
"E01016937","U09072","Preston Park Community PCN",1845,0.663430420711974
"E01016938","U55014","North & Central Brighton PCN",777,0.364275668073136
"E01016939","U09072","Preston Park Community PCN",1445,0.827605956471936
"E01016940","U09072","Preston Park Community PCN",1636,0.873465029364656
"E01016941","U29677","East & Central Brighton PCN",2000,0.757288905717531
"E01016942","U29677","East & Central Brighton PCN",2098,0.892765957446809
"E01016943","U29677","East & Central Brighton PCN",1224,0.745432399512789
"E01016944","U29677","East & Central Brighton PCN",1336,0.754376058723885
"E01016945","U29677","East & Central Brighton PCN",1497,0.748125937031484
"E01016946","U29677","East & Central Brighton PCN",871,0.52062163777645
"E01016947","U29677","East & Central Brighton PCN",2371,0.739320236981603
"E01016948","U29677","East & Central Brighton PCN",1204,0.601699150424788
"E01016949","U29677","East & Central Brighton PCN",1573,0.766569200779727
"E01016950","U55014","North & Central Brighton PCN",1268,0.607570675610925
"E01016951","U55014","North & Central Brighton PCN",925,0.445998071359691
"E01016952","U22426","Dean's and Central Brighton PCN",1052,0.366295264623955
"E01016953","U55014","North & Central Brighton PCN",1118,0.546432062561095
"E01016954","U46447","Goldstone PCN",1115,0.506818181818182
"E01016955","U46447","Goldstone PCN",932,0.371462734157035
"E01016956","U22426","Dean's and Central Brighton PCN",1443,0.913291139240506
"E01016957","U29677","East & Central Brighton PCN",1763,0.654660230226513
"E01016958","U22426","Dean's and Central Brighton PCN",1751,0.924986793449551
"E01016959","U22426","Dean's and Central Brighton PCN",1445,0.879488740109556
"E01016960","U22426","Dean's and Central Brighton PCN",1559,0.832354511478911
"E01016961","U22426","Dean's and Central Brighton PCN",1977,0.923400280242877
"E01016962","U22426","Dean's and Central Brighton PCN",839,0.451317912856374
"E01016963","U29677","East & Central Brighton PCN",1680,0.846774193548387
"E01016964","U29677","East & Central Brighton PCN",1961,0.536378555798687
"E01016966","U29677","East & Central Brighton PCN",1261,0.636868686868687
"E01016967","U55014","North & Central Brighton PCN",1126,0.520332717190388
"E01016968","U55014","North & Central Brighton PCN",860,0.474090407938258
"E01016969","U29677","East & Central Brighton PCN",842,0.348654244306418
"E01016970","U09072","Preston Park Community PCN",716,0.417249417249417
"E01016971","U29677","East & Central Brighton PCN",1091,0.524519230769231
"E01016972","U09072","Preston Park Community PCN",865,0.548162230671736
"E01016973","U14062","West Hove PCN",1307,0.781698564593301
"E01016974","U14062","West Hove PCN",1829,0.844803695150115
"E01016975","U14062","West Hove PCN",1642,0.885175202156334
"E01016976","U14062","West Hove PCN",1144,0.649262202043133
"E01016977","U14062","West Hove PCN",1353,0.759685569904548
"E01016978","U14062","West Hove PCN",1344,0.733624454148472
"E01016979","U46447","Goldstone PCN",1473,0.71923828125
"E01016980","U46447","Goldstone PCN",1320,0.720917531403605
"E01016981","U46447","Goldstone PCN",1098,0.598365122615804
"E01016982","U46447","Goldstone PCN",859,0.599023709902371
"E01016983","U46447","Goldstone PCN",939,0.552678045909358
"E01016984","U46447","Goldstone PCN",956,0.556785090273733
"E01016985","U46447","Goldstone PCN",1040,0.590238365493757
"E01016986","U46447","Goldstone PCN",1331,0.73495306460519
"E01016987","U46447","Goldstone PCN",1186,0.580803134182174
"E01016988","U46447","Goldstone PCN",1399,0.811484918793503
"E01016989","U46447","Goldstone PCN",1011,0.631480324797002
"E01016990","U46447","Goldstone PCN",1417,0.765532144786602
"E01016991","U46447","Goldstone PCN",1515,0.762839879154079
"E01016992","U14062","West Hove PCN",1107,0.58695652173913
"E01016993","U14062","West Hove PCN",978,0.612015018773467
"E01016994","U14062","West Hove PCN",1276,0.671578947368421
"E01016995","U14062","West Hove PCN",943,0.529775280898876
"E01016996","U46447","Goldstone PCN",1113,0.486026200873362
"E01016997","U14062","West Hove PCN",1147,0.624387588459445
"E01016998","U09072","Preston Park Community PCN",1224,0.747252747252747
"E01016999","U09072","Preston Park Community PCN",1173,0.710478497880073
"E01017000","U09072","Preston Park Community PCN",1596,0.777777777777778
"E01017001","U09072","Preston Park Community PCN",1405,0.824046920821114
"E01017002","U09072","Preston Park Community PCN",1468,0.73991935483871
"E01017003","U09072","Preston Park Community PCN",1402,0.843054720384847
"E01017004","U09072","Preston Park Community PCN",1506,0.824302134646962
"E01017005","U09072","Preston Park Community PCN",1307,0.714598141060689
"E01017006","U09072","Preston Park Community PCN",1300,0.729108244531688
"E01017007","U29677","East & Central Brighton PCN",1570,0.925707547169811
"E01017008","U29677","East & Central Brighton PCN",1599,0.925347222222222
"E01017009","U29677","East & Central Brighton PCN",1325,0.862630208333333
"E01017010","U29677","East & Central Brighton PCN",1633,0.879375336564351
"E01017011","U29677","East & Central Brighton PCN",1291,0.894663894663895
"E01017012","U29677","East & Central Brighton PCN",1541,0.804279749478079
"E01020910","U52868","Alps Group PCN",1679,0.666005553351845
"E01020911","U42972","Victoria Eastbourne PCN",1528,0.532218739115291
"E01020912","U52868","Alps Group PCN",1550,0.513755386145177
"E01020913","U48056","Eastbourne East PCN",1614,0.631949882537197
"E01020914","U52868","Alps Group PCN",1361,0.620894160583942
"E01020915","U48056","Eastbourne East PCN",889,0.483677910772579
"E01020916","U52868","Alps Group PCN",1266,0.606903163950144
"E01020917","U52868","Alps Group PCN",1158,0.7005444646098
"E01020918","U52868","Alps Group PCN",1332,0.762886597938144
"E01020919","U52868","Alps Group PCN",1249,0.76438188494492
"E01020920","U52868","Alps Group PCN",1210,0.758620689655172
"E01020921","U52868","Alps Group PCN",1252,0.783969943644333
"E01020922","U52868","Alps Group PCN",1330,0.794029850746269
"E01020923","U52868","Alps Group PCN",1093,0.718606180144642
"E01020924","U52868","Alps Group PCN",844,0.568733153638814
"E01020925","U52868","Alps Group PCN",1317,0.778829095209935
"E01020926","U48056","Eastbourne East PCN",779,0.494289340101523
"E01020927","U52868","Alps Group PCN",957,0.619818652849741
"E01020928","U52868","Alps Group PCN",1042,0.620607504466945
"E01020929","U52868","Alps Group PCN",957,0.499478079331942
"E01020930","U52868","Alps Group PCN",907,0.597103357472021
"E01020931","U52868","Alps Group PCN",935,0.525280898876405
"E01020932","U52868","Alps Group PCN",867,0.630087209302326
"E01020933","U52868","Alps Group PCN",639,0.591119333950046
"E01020934","U52868","Alps Group PCN",879,0.645374449339207
"E01020935","U42972","Victoria Eastbourne PCN",1253,0.51862582781457
"E01020936","U52868","Alps Group PCN",1456,0.565436893203883
"E01020937","U52868","Alps Group PCN",1173,0.616071428571429
"E01020938","U42972","Victoria Eastbourne PCN",1282,0.743619489559165
"E01020939","U42972","Victoria Eastbourne PCN",1273,0.751032448377581
"E01020940","U42972","Victoria Eastbourne PCN",1211,0.696377228292122
"E01020941","U42972","Victoria Eastbourne PCN",1429,0.752897787144363
"E01020942","U42972","Victoria Eastbourne PCN",1224,0.744072948328267
"E01020943","U42972","Victoria Eastbourne PCN",1240,0.753341433778858
"E01020944","U42972","Victoria Eastbourne PCN",1014,0.626312538604077
"E01020945","U52868","Alps Group PCN",1111,0.585661570901423
"E01020946","U42972","Victoria Eastbourne PCN",1163,0.671090594345066
"E01020947","U42972","Victoria Eastbourne PCN",1210,0.695402298850575
"E01020948","U52868","Alps Group PCN",922,0.562538133007932
"E01020949","U52868","Alps Group PCN",1068,0.657635467980296
"E01020950","U52868","Alps Group PCN",998,0.621806853582554
"E01020951","U48056","Eastbourne East PCN",903,0.542994588093806
"E01020952","U48056","Eastbourne East PCN",1089,0.538575667655786
"E01020953","U48056","Eastbourne East PCN",853,0.521075137446549
"E01020954","U48056","Eastbourne East PCN",748,0.418812989921613
"E01020955","U48056","Eastbourne East PCN",869,0.509677419354839
"E01020956","U48056","Eastbourne East PCN",1002,0.602525556223692
"E01020957","U48056","Eastbourne East PCN",1083,0.637809187279152
"E01020959","U48056","Eastbourne East PCN",1054,0.658338538413492
"E01020960","U48056","Eastbourne East PCN",2149,0.8596
"E01020961","U48056","Eastbourne East PCN",1078,0.70595939751146
"E01020962","U48056","Eastbourne East PCN",1652,0.754337899543379
"E01020963","U42972","Victoria Eastbourne PCN",1192,0.556229584694354
"E01020964","U42972","Victoria Eastbourne PCN",1098,0.65748502994012
"E01020965","U42972","Victoria Eastbourne PCN",1156,0.610348468848997
"E01020966","U42972","Victoria Eastbourne PCN",1087,0.607941834451902
"E01020967","U42972","Victoria Eastbourne PCN",1111,0.583815028901734
"E01020968","U52868","Alps Group PCN",1163,0.527198549410698
"E01020969","U99438","Hastings & St Leonards PCN",1510,0.934984520123839
"E01020970","U99438","Hastings & St Leonards PCN",2661,0.882001988730527
"E01020971","U99438","Hastings & St Leonards PCN",2108,0.958617553433379
"E01020972","U99438","Hastings & St Leonards PCN",2186,0.984684684684685
"E01020973","U99438","Hastings & St Leonards PCN",2152,0.998144712430427
"E01020974","U99438","Hastings & St Leonards PCN",1853,0.99677245831092
"E01020975","U99438","Hastings & St Leonards PCN",1688,0.997635933806147
"E01020976","U99438","Hastings & St Leonards PCN",1930,0.998448008277289
"E01020977","U99438","Hastings & St Leonards PCN",1601,0.998752339363693
"E01020978","U99438","Hastings & St Leonards PCN",2102,0.997626957759848
"E01020979","U99438","Hastings & St Leonards PCN",2255,0.998229305002213
"E01020980","U99438","Hastings & St Leonards PCN",1698,0.99764982373678
"E01020981","U99438","Hastings & St Leonards PCN",1544,0.997416020671835
"E01020982","U99438","Hastings & St Leonards PCN",1868,0.998396579369321
"E01020983","U99438","Hastings & St Leonards PCN",1726,0.996535796766744
"E01020984","U99438","Hastings & St Leonards PCN",2068,0.995187680461983
"E01020985","U99438","Hastings & St Leonards PCN",1640,0.995749848208865
"E01020986","U99438","Hastings & St Leonards PCN",1541,0.974083438685209
"E01020987","U99438","Hastings & St Leonards PCN",1964,0.992922143579373
"E01020988","U99438","Hastings & St Leonards PCN",1697,0.994724501758499
"E01020989","U99438","Hastings & St Leonards PCN",1731,0.999422632794457
"E01020990","U99438","Hastings & St Leonards PCN",1740,0.999425617461229
"E01020991","U99438","Hastings & St Leonards PCN",1392,0.998565279770445
"E01020992","U99438","Hastings & St Leonards PCN",2001,0.997010463378176
"E01020993","U99438","Hastings & St Leonards PCN",1608,0.999378495960224
"E01020994","U99438","Hastings & St Leonards PCN",1759,0.997731140102099
"E01020995","U99438","Hastings & St Leonards PCN",1595,0.998747651847213
"E01020996","U99438","Hastings & St Leonards PCN",2047,0.996592015579357
"E01020997","U99438","Hastings & St Leonards PCN",1726,0.996535796766744
"E01020998","U99438","Hastings & St Leonards PCN",2010,0.998013902681231
"E01020999","U99438","Hastings & St Leonards PCN",1966,0.998983739837398
"E01021000","U99438","Hastings & St Leonards PCN",1516,0.998682476943347
"E01021001","U99438","Hastings & St Leonards PCN",1230,0.995145631067961
"E01021002","U99438","Hastings & St Leonards PCN",1482,0.998652291105121
"E01021003","U99438","Hastings & St Leonards PCN",1461,0.998632946001367
"E01021004","U99438","Hastings & St Leonards PCN",1983,0.994982438534872
"E01021005","U99438","Hastings & St Leonards PCN",1938,0.985757884028484
"E01021006","U99438","Hastings & St Leonards PCN",1777,0.996634885025238
"E01021007","U99438","Hastings & St Leonards PCN",1565,0.98800505050505
"E01021008","U99438","Hastings & St Leonards PCN",1587,0.999370277078086
"E01021009","U99438","Hastings & St Leonards PCN",1947,0.995398773006135
"E01021010","U99438","Hastings & St Leonards PCN",1552,0.998070739549839
"E01021011","U99438","Hastings & St Leonards PCN",1647,0.992168674698795
"E01021012","U99438","Hastings & St Leonards PCN",1816,0.998899889988999
"E01021013","U99438","Hastings & St Leonards PCN",1901,0.999474237644585
"E01021014","U99438","Hastings & St Leonards PCN",1947,0.999486652977413
"E01021015","U99438","Hastings & St Leonards PCN",2015,0.997031172686789
"E01021016","U99438","Hastings & St Leonards PCN",1803,0.993388429752066
"E01021017","U99438","Hastings & St Leonards PCN",1403,0.83611442193087
"E01021018","U99438","Hastings & St Leonards PCN",2027,0.987816764132554
"E01021019","U99438","Hastings & St Leonards PCN",1866,0.997860962566845
"E01021020","U99438","Hastings & St Leonards PCN",2170,1
"E01021021","U99438","Hastings & St Leonards PCN",1945,0.989318413021363
"E01021022","U37341","Foundry Healthcare Lewes PCN",1382,0.563621533442088
"E01021023","U06871","Burgess Hill & Villages PCN",825,0.265871737028682
"E01021024","U36842","Greater Wealden PCN",1060,0.873866446826051
"E01021025","U36842","Greater Wealden PCN",1817,0.944386694386694
"E01021026","U06871","Burgess Hill & Villages PCN",2299,0.910134600158353
"E01021027","U22426","Dean's and Central Brighton PCN",1454,0.919089759797724
"E01021028","U21317","The Havens PCN",1514,0.981841763942931
"E01021029","U21317","The Havens PCN",1474,0.959635416666667
"E01021030","U22426","Dean's and Central Brighton PCN",1261,0.941747572815534
"E01021031","U21317","The Havens PCN",1435,0.894080996884735
"E01021032","U37341","Foundry Healthcare Lewes PCN",1743,0.815629386991109
"E01021033","U37341","Foundry Healthcare Lewes PCN",1942,0.993350383631714
"E01021034","U37341","Foundry Healthcare Lewes PCN",1382,0.995677233429395
"E01021035","U37341","Foundry Healthcare Lewes PCN",1831,0.989195029713668
"E01021036","U37341","Foundry Healthcare Lewes PCN",1534,0.995457495133031
"E01021037","U37341","Foundry Healthcare Lewes PCN",1619,0.995694956949569
"E01021038","U37341","Foundry Healthcare Lewes PCN",1761,0.989881956155143
"E01021039","U37341","Foundry Healthcare Lewes PCN",1483,0.99064796259185
"E01021040","U37341","Foundry Healthcare Lewes PCN",1555,0.984800506649778
"E01021041","U37341","Foundry Healthcare Lewes PCN",1594,0.991910392034848
"E01021042","U37341","Foundry Healthcare Lewes PCN",1340,0.994803266518189
"E01021043","U37341","Foundry Healthcare Lewes PCN",1583,0.991233562930495
"E01021044","U21317","The Havens PCN",2238,0.989827509951349
"E01021045","U21317","The Havens PCN",2041,0.968216318785579
"E01021046","U21317","The Havens PCN",1270,0.810465858328015
"E01021047","U21317","The Havens PCN",1482,0.83776144714528
"E01021048","U21317","The Havens PCN",1792,0.978165938864629
"E01021049","U21317","The Havens PCN",1522,0.975641025641026
"E01021050","U21317","The Havens PCN",1464,0.979919678714859
"E01021051","U21317","The Havens PCN",1255,0.984313725490196
"E01021052","U36842","Greater Wealden PCN",1234,0.995161290322581
"E01021053","U36842","Greater Wealden PCN",1290,0.989263803680982
"E01021054","U37341","Foundry Healthcare Lewes PCN",1547,0.979113924050633
"E01021055","U37341","Foundry Healthcare Lewes PCN",2121,0.990658570761326
"E01021056","U37341","Foundry Healthcare Lewes PCN",1768,0.984409799554566
"E01021057","U21317","The Havens PCN",899,0.534165181224005
"E01021058","U21317","The Havens PCN",2097,0.979906542056075
"E01021059","U21317","The Havens PCN",1712,0.984473835537665
"E01021060","U21317","The Havens PCN",2532,0.984447900466563
"E01021061","U21317","The Havens PCN",1606,0.982262996941896
"E01021062","U21317","The Havens PCN",2108,0.969641214351426
"E01021063","U21317","The Havens PCN",1813,0.989088925259138
"E01021064","U21317","The Havens PCN",1806,0.976744186046512
"E01021065","U21317","The Havens PCN",1201,0.978013029315961
"E01021066","U21317","The Havens PCN",1627,0.990864799025579
"E01021067","U36842","Greater Wealden PCN",615,0.553555355535554
"E01021068","U36842","Greater Wealden PCN",544,0.478452066842568
"E01021069","U05632","Seaford PCN",1543,0.989102564102564
"E01021070","U05632","Seaford PCN",1551,0.978548895899054
"E01021071","U05632","Seaford PCN",1944,0.975413948820873
"E01021072","U05632","Seaford PCN",1642,0.985594237695078
"E01021073","U05632","Seaford PCN",1659,0.984569732937685
"E01021074","U05632","Seaford PCN",1778,0.974780701754386
"E01021075","U05632","Seaford PCN",1806,0.977272727272727
"E01021076","U05632","Seaford PCN",1851,0.97421052631579
"E01021077","U05632","Seaford PCN",1533,0.972098922003805
"E01021078","U05632","Seaford PCN",1350,0.988286969253294
"E01021079","U05632","Seaford PCN",1474,0.981358189081225
"E01021080","U05632","Seaford PCN",1526,0.977578475336323
"E01021081","U05632","Seaford PCN",1495,0.963273195876289
"E01021082","U05632","Seaford PCN",1561,0.937537537537538
"E01021083","U05632","Seaford PCN",1320,0.969162995594714
"E01021084","U79764","Rural Rother PCN",2221,0.987989323843416
"E01021085","U79764","Rural Rother PCN",1732,0.98074745186863
"E01021086","U79764","Rural Rother PCN",2246,0.98942731277533
"E01021087","U79764","Rural Rother PCN",1725,0.846833578792342
"E01021088","U79764","Rural Rother PCN",1700,0.989522700814901
"E01021089","U79764","Rural Rother PCN",1765,0.969247666117518
"E01021090","U85348","Bexhill PCN",1867,0.989401165871754
"E01021091","U85348","Bexhill PCN",2265,0.987358326068003
"E01021092","U85348","Bexhill PCN",2104,0.988721804511278
"E01021093","U85348","Bexhill PCN",1420,0.999296270232231
"E01021094","U85348","Bexhill PCN",1497,0.99402390438247
"E01021095","U85348","Bexhill PCN",1283,0.993803253292022
"E01021096","U79764","Rural Rother PCN",1117,0.771408839779006
"E01021097","U79764","Rural Rother PCN",1476,0.911673872760964
"E01021098","U79764","Rural Rother PCN",1769,0.987165178571429
"E01021099","U79764","Rural Rother PCN",1332,0.755102040816326
"E01021100","U79764","Rural Rother PCN",1850,0.987193169690502
"E01021101","U79764","Rural Rother PCN",1452,0.811173184357542
"E01021102","U79764","Rural Rother PCN",1486,0.953175112251443
"E01021103","U79764","Rural Rother PCN",1565,0.996815286624204
"E01021104","U79764","Rural Rother PCN",1465,0.991875423155044
"E01021105","U79764","Rural Rother PCN",1261,0.989019607843137
"E01021106","U85348","Bexhill PCN",1760,0.997732426303855
"E01021107","U85348","Bexhill PCN",1595,0.993769470404984
"E01021108","U85348","Bexhill PCN",1510,0.99016393442623
"E01021109","U99438","Hastings & St Leonards PCN",1627,0.713909609477841
"E01021110","U99438","Hastings & St Leonards PCN",2216,0.972356296621325
"E01021111","U85348","Bexhill PCN",1148,0.994800693240901
"E01021112","U85348","Bexhill PCN",1389,0.987206823027719
"E01021113","U85348","Bexhill PCN",2008,0.985763377515955
"E01021114","U79764","Rural Rother PCN",1914,0.994285714285714
"E01021115","U79764","Rural Rother PCN",1687,0.997634535777646
"E01021116","U79764","Rural Rother PCN",1633,0.998166259168704
"E01021117","U79764","Rural Rother PCN",1533,0.99351911860013
"E01021118","U79764","Rural Rother PCN",1877,0.996813595326607
"E01021119","U79764","Rural Rother PCN",1191,0.99415692821369
"E01021120","U85348","Bexhill PCN",1565,0.993020304568528
"E01021121","U85348","Bexhill PCN",1671,0.989342806394316
"E01021122","U85348","Bexhill PCN",1512,0.986301369863014
"E01021123","U85348","Bexhill PCN",1538,0.994182288299935
"E01021124","U85348","Bexhill PCN",2452,0.997153314355429
"E01021125","U85348","Bexhill PCN",1150,0.86271567891973
"E01021126","U85348","Bexhill PCN",1604,0.978645515558267
"E01021127","U85348","Bexhill PCN",1656,0.981042654028436
"E01021128","U85348","Bexhill PCN",1982,0.980702622464127
"E01021129","U85348","Bexhill PCN",1844,0.9919311457773
"E01021130","U85348","Bexhill PCN",1455,0.991144414168937
"E01021131","U85348","Bexhill PCN",1675,0.988200589970501
"E01021132","U79764","Rural Rother PCN",1520,0.999342537804076
"E01021133","U79764","Rural Rother PCN",1409,0.99155524278677
"E01021134","U79764","Rural Rother PCN",573,0.959798994974874
"E01021135","U85348","Bexhill PCN",1981,0.986553784860558
"E01021136","U85348","Bexhill PCN",1433,0.99375866851595
"E01021137","U85348","Bexhill PCN",1965,0.98644578313253
"E01021138","U85348","Bexhill PCN",1090,0.995433789954338
"E01021139","U54760","High Weald PCN",1288,0.98848810437452
"E01021140","U54760","High Weald PCN",1226,0.987117552334944
"E01021141","U79764","Rural Rother PCN",814,0.595464520848573
"E01021142","U94996","Hailsham PCN",525,0.4695885509839
"E01021143","U05632","Seaford PCN",1013,0.894876325088339
"E01021144","U36842","Greater Wealden PCN",1641,0.94636678200692
"E01021145","U36842","Greater Wealden PCN",1992,0.846578835529112
"E01021146","U36842","Greater Wealden PCN",2324,0.947797716150082
"E01021147","U36842","Greater Wealden PCN",1130,0.648307515777395
"E01021148","U36842","Greater Wealden PCN",1240,0.777917189460477
"E01021149","U36842","Greater Wealden PCN",946,0.631930527722111
"E01021150","U36842","Greater Wealden PCN",1550,0.953259532595326
"E01021151","U54760","High Weald PCN",2074,0.997594997594998
"E01021152","U54760","High Weald PCN",1986,0.992007992007992
"E01021153","U54760","High Weald PCN",2033,0.994618395303327
"E01021154","U54760","High Weald PCN",1569,0.996190476190476
"E01021155","U54760","High Weald PCN",1266,0.997635933806147
"E01021156","U54760","High Weald PCN",1970,0.998985801217039
"E01021157","U54760","High Weald PCN",1887,0.99788471708091
"E01021158","U54760","High Weald PCN",2382,0.999580360889635
"E01021159","U54760","High Weald PCN",2419,0.999173895084676
"E01021160","U54760","High Weald PCN",1998,0.998001998001998
"E01021161","U54760","High Weald PCN",1737,0.99598623853211
"E01021162","U54760","High Weald PCN",1630,0.998774509803922
"E01021163","U54760","High Weald PCN",1744,0.793809740555303
"E01021164","U36842","Greater Wealden PCN",960,0.494335736354274
"E01021165","U36842","Greater Wealden PCN",1187,0.837094499294781
"E01021166","U05632","Seaford PCN",1009,0.450044603033006
"E01021167","U54760","High Weald PCN",2430,0.951821386603995
"E01021168","U54760","High Weald PCN",1701,0.950810508664058
"E01021169","U54760","High Weald PCN",1089,0.855459544383346
"E01021170","U36842","Greater Wealden PCN",2995,0.985845951283739
"E01021171","U54760","High Weald PCN",1463,1
"E01021172","U54760","High Weald PCN",1769,1
"E01021173","U54760","High Weald PCN",1452,0.995884773662551
"E01021174","U94996","Hailsham PCN",1947,0.820480404551201
"E01021175","U94996","Hailsham PCN",1344,0.886543535620053
"E01021176","U94996","Hailsham PCN",1452,0.911487758945386
"E01021177","U94996","Hailsham PCN",1431,0.951462765957447
"E01021178","U94996","Hailsham PCN",1694,0.970217640320733
"E01021179","U94996","Hailsham PCN",1752,0.983164983164983
"E01021180","U94996","Hailsham PCN",1413,0.961224489795918
"E01021181","U94996","Hailsham PCN",1380,0.916334661354582
"E01021182","U94996","Hailsham PCN",1578,0.978908188585608
"E01021183","U94996","Hailsham PCN",1362,0.981268011527378
"E01021184","U94996","Hailsham PCN",1547,0.980976537729867
"E01021185","U94996","Hailsham PCN",1543,0.991645244215938
"E01021186","U54760","High Weald PCN",1315,0.99696739954511
